wilayah_id;kode_wilayah;nama;id_level_wilayah;mst_kode_wilayah
569dedb6-5090-4912-ae55-57d25706b84d;0;Indonesia                     ;0;
b8e6cca8-d648-4e7d-85f7-23365d11ab92;10000;Prop. D.K.I. Jakarta          ;1;0
40a44f48-f132-42ce-9976-b0c5131cd0df;10100;Kab. Kepulauan Seribu         ;2;10000
1f6da9dc-6df2-40c6-bfd6-8402aa8d111f;10101;Kec. Kepulauan Seribu Selatan ;3;10100
f9e2caf4-5a25-46e5-a1b5-701f68254ab8;10102;Kec. Kepulauan Seribu Utara   ;3;10100
f2067360-876c-48f8-ad67-ec2da3a842e5;16000;Kota Jakarta Pusat            ;2;10000
5d8056d5-a7f4-42ce-8500-0c2740396f29;16001;Kec. Tanah Abang              ;3;16000
f876306d-a491-482a-8ded-54ad6d08fb14;16002;Kec. Menteng                  ;3;16000
2ff2a7ec-fd56-444f-996f-e828b1111cbf;16003;Kec. Senen                    ;3;16000
e410e33f-c2c9-41c4-aa8e-d03fe9df2dc1;16004;Kec. Johar Baru               ;3;16000
3419aa9e-3806-43e2-a141-686b8de3de8b;16005;Kec. Cempaka Putih            ;3;16000
da78854c-574b-4ae6-a445-9c0dc96b4e64;16006;Kec. Kemayoran                ;3;16000
964062d6-c322-43f0-809f-2af05d9671bc;16007;Kec. Sawah Besar              ;3;16000
31d108c3-31bb-4569-9583-3ab988db00bc;16008;Kec. Gambir                   ;3;16000
36f92e0f-6bd8-4572-b676-d61502c416e4;16100;Kota Jakarta Utara            ;2;10000
34da7513-07f0-45de-9238-eaf1fb656758;16101;Kec. Penjaringan              ;3;16100
e24ffa9d-e1d4-4076-8c5e-b955fefbf771;16102;Kec. Pademangan               ;3;16100
ac4f3204-76fb-4c55-9965-7c7487bb40dc;16103;Kec. Tanjung Priok            ;3;16100
2f780833-f707-4f9f-bc5a-d6e2c7b56e8a;16104;Kec. Koja                     ;3;16100
ef1d56f3-62bb-40f2-a5b4-fec37e257ad5;16105;Kec. Kelapa Gading            ;3;16100
273207e4-de2e-4225-aede-9c6714d31ec4;16106;Kec. Cilincing                ;3;16100
3864bf03-ded3-4274-8625-b32b9f647968;16200;Kota Jakarta Barat            ;2;10000
213cf310-5266-472c-9394-59f1de954507;16201;Kec. Kembangan                ;3;16200
ea742244-56d0-4134-bfe0-af5e6fab48fc;16202;Kec. Kebon Jeruk              ;3;16200
52cd0004-0cad-4ac1-bd01-db6efa2bd9cf;16203;Kec. Palmerah                 ;3;16200
53a8f04a-7392-49e1-a3b8-10b7f70f3a6c;16204;Kec. Grogol Petamburan        ;3;16200
025b96a5-b5c4-47c0-8665-c57206da5326;16205;Kec. Tambora                  ;3;16200
7bd2181c-d614-417e-b04d-7e7fa6dd3c75;16206;Kec. Taman Sari               ;3;16200
8358b59c-e416-4ba4-b467-4b02ab3b50da;16207;Kec. Cengkareng               ;3;16200
d0035fe6-9d3f-4cb8-8b0e-3d1a386bee48;16208;Kec. Kali Deres               ;3;16200
083019eb-dec9-42f6-b9a7-181de29218b3;16300;Kota Jakarta Selatan          ;2;10000
7562cf50-d019-4e49-8e37-1e5f271d2180;16301;Kec. Jagakarsa                ;3;16300
5530e087-8b58-44e6-8bf0-0f9e1a86c8e4;16302;Kec. Pasar Minggu             ;3;16300
b2e53d77-51aa-44ba-9683-253929ff5e5b;16303;Kec. Cilandak                 ;3;16300
32649472-27d7-444c-9555-8ffa90a704fc;16304;Kec. Pesanggrahan             ;3;16300
645cb04f-f267-4449-bb26-22e4b160885d;16305;Kec. Kebayoran Lama           ;3;16300
0766f5dd-7102-4deb-b68a-bdee892c01bc;16306;Kec. Kebayoran Baru           ;3;16300
af795cb0-6b52-4144-b592-bff5eba2e5e8;16307;Kec. Mampang Prapatan         ;3;16300
7b2387a1-56be-44cb-bdf8-28ff6ff8e7fc;16308;Kec. Pancoran                 ;3;16300
fe6f9e17-de6f-4336-8a93-bc56c2bbc470;16309;Kec. Tebet                    ;3;16300
d997e4ee-392f-4465-8f94-654e6d0b9285;16310;Kec. Setia Budi               ;3;16300
b1e3dbc1-d9b3-4f37-abe1-04d7dece6dd5;16400;Kota Jakarta Timur            ;2;10000
e986a39f-9a6b-421e-a3f5-45c74b9af1f1;16401;Kec. Pasar Rebo               ;3;16400
a5994672-a5fb-4cef-a3fc-7be174584fc1;16402;Kec. Ciracas                  ;3;16400
5e67fcd3-6d1a-443b-8142-94721a938784;16403;Kec. Cipayung                 ;3;16400
3dd43315-1705-451c-939c-3e219d34394a;16404;Kec. Makasar                  ;3;16400
a14ba956-1458-4c73-bb30-0b3092efdcee;16405;Kec. Kramat Jati              ;3;16400
240c8f7b-1484-412a-85fe-792040bf9421;16406;Kec. Jatinegara               ;3;16400
ee02ec21-f10a-44c8-96fe-5859f8e8b33e;16407;Kec. Duren Sawit              ;3;16400
6c1ec5be-5081-43cc-b49a-8b66a30ef451;16408;Kec. Cakung                   ;3;16400
00d30327-ba09-409b-8adb-e5226535cce9;16409;Kec. Pulo Gadung              ;3;16400
7d35b403-c0b8-4ba4-83b4-d8a478e71cbc;16410;Kec. Matraman                 ;3;16400
6c854a6b-7a7b-4670-b0b0-61fc727638be;20000;Prop. Jawa Barat              ;1;0
3653e570-702e-46f8-ba11-00bfe2234bb8;20500;Kab. Bogor                    ;2;20000
c562a6f0-c9b4-4229-8d2e-6490df62d165;20501;Kec. Nanggung                 ;3;20500
87c8c5e3-9cd4-4fbe-8850-21a2a75dc124;20502;Kec. Leuwiliang               ;3;20500
be1f2921-34fd-4f9d-a408-2e9ebe0fafee;20503;Kec. Pamijahan                ;3;20500
7aec239d-c1d4-41ed-ab93-0a79fe0337d3;20504;Kec. Cibungbulang             ;3;20500
56cf3e28-3f3c-49f4-8ffa-dcaebd3347f9;20505;Kec. Ciampea                  ;3;20500
e61235b3-6e8f-470c-bb2c-67b6a58fc55d;20506;Kec. Dramaga                  ;3;20500
7b92f84a-bdd1-42ad-9867-0099295ede95;20507;Kec. Ciomas                   ;3;20500
00e93725-d62f-48f9-827c-2b724f93ca93;20508;Kec. Cijeruk                  ;3;20500
16547000-7eae-438e-bcda-bc586a9d6c33;20509;Kec. Caringin                 ;3;20500
8a62d57d-d3de-44a6-ac37-7dd7bac39ea0;20510;Kec. Ciawi                    ;3;20500
002800d8-166a-49be-bda6-2bc6d0b218e7;20511;Kec. Cisarua                  ;3;20500
0ac077f4-7bb4-45c3-a633-d2b8f02559c8;20512;Kec. Megamendung              ;3;20500
31824050-1880-4397-919f-7b31d2fa665a;20513;Kec. Sukaraja                 ;3;20500
5224b900-037f-4eb6-8e56-0a5e96721299;20514;Kec. Babakan Madang           ;3;20500
878ca8ff-fb78-4329-ac3f-645f899feb2b;20515;Kec. Sukamakmur               ;3;20500
1f640dd8-2649-45b0-95aa-926b8f77110c;20516;Kec. Cariu                    ;3;20500
a1903074-8a1b-4293-bbab-1d2ba9328b52;20517;Kec. Jonggol                  ;3;20500
a490031e-a140-4332-b692-b3f27ca5aedb;20518;Kec. Cileungsi                ;3;20500
a08807ff-8f76-4b7f-aa5c-fe70475fd8b4;20519;Kec. Gunungputri              ;3;20500
6f89e768-baa5-44d6-a669-3ee24e2d3f57;20520;Kec. Citeureup                ;3;20500
26c5adbc-7d86-47cb-b6da-fecbd84066e1;20521;Kec. Cibinong                 ;3;20500
0d1d7e33-54b6-44cb-aa20-27d9ed0e49c9;20522;Kec. Bojong Gede              ;3;20500
4b2559e6-cb12-4c93-a94f-98bc066258f8;20523;Kec. Kemang                   ;3;20500
52356c88-21d8-47fe-94b7-2362b481e187;20524;Kec. Parung                   ;3;20500
cf7253e9-5075-45a4-a333-46f81ac9e6bd;20525;Kec. Gunung Sindur            ;3;20500
27ba2bbb-b45a-439f-81d3-316a4cc9ce18;20526;Kec. Rumpin                   ;3;20500
c8781049-8fa5-4177-9ad5-476c242c997e;20527;Kec. Cigudeg                  ;3;20500
9efe88bb-d28d-4431-bcce-0cad0ac54a3f;20528;Kec. Jasinga                  ;3;20500
40396b25-07b7-4d6b-99b2-7cefcc3ad36d;20529;Kec. Tenjo                    ;3;20500
6d2e1a32-60aa-484d-aa27-786c2eb05258;20530;Kec. Parungpanjang            ;3;20500
0f2c59a2-4b59-4483-ab48-5892dfee84e4;20531;Kec. Tamansari                ;3;20500
a34785ba-c282-4910-9156-35e185cf08d2;20532;Kec. Ciseeng                  ;3;20500
f56a5acf-bb0c-4bc9-971a-a7188fecd545;20533;Kec. Kelapa Nunggal           ;3;20500
a3e0ff85-1cb4-4b4a-b4dd-74cabe6917fb;20534;Kec. Sukajaya                 ;3;20500
ac876da7-8b06-4cfa-9ee9-a3d88a9eeb0a;20535;Kec. Ranca Bungur             ;3;20500
9eee1d7e-6e86-4192-bf33-b4d49ffdf959;20536;Kec. Tanjung Sari             ;3;20500
b04c2d53-d060-4fba-be56-1940a2704af7;20537;Kec. Tajurhalang              ;3;20500
4c17b37f-35eb-44b6-aa67-e0fcf01db753;20538;Kec. Cigombong                ;3;20500
af98d3e9-8761-4585-a819-fda0cb49e735;20539;Kec. Leuwisadeng              ;3;20500
c8097da5-f126-4ee3-ba94-f559d2a32a8d;20540;Kec. Tenjolaya                ;3;20500
1854b1b0-5a1a-4b55-a89a-5cfec417427d;20600;Kab. Sukabumi                 ;2;20000
2d880ca7-5265-491e-b331-fc5a61da4e9d;20601;Kec. Ciemas                   ;3;20600
eb990fbb-0ae5-46db-b2fb-81bda4118700;20602;Kec. Ciracap                  ;3;20600
cd5892ce-5000-40e5-a838-5665cbf8ddf4;20603;Kec. Surade                   ;3;20600
848a027e-6262-416f-b416-13396f8f14e7;20604;Kec. Jampang Kulon            ;3;20600
39ec54b9-351d-4de3-bd64-5f7f54245db5;20605;Kec. Kalibunder               ;3;20600
d74238eb-c4c5-434d-87a3-294eb7d7a7e6;20606;Kec. Tegalbuleud              ;3;20600
0c85a522-e4b3-4025-833f-648958f43557;20607;Kec. Cidolog                  ;3;20600
bbc70b46-d933-4609-a097-6a3da18a0cf5;20608;Kec. Sagaranten               ;3;20600
ec3f267d-0e4e-48ac-ac8c-be09f3eef00d;20609;Kec. Pabuaran                 ;3;20600
9410ab44-32f6-423b-a5e9-38e4a006ba41;20610;Kec. Lengkong                 ;3;20600
415bffc1-461a-4d7b-a746-04a01b9f2468;20611;Kec. Pelabuhan Ratu           ;3;20600
0662aac6-9dd7-422f-aad5-69ddb353a9b8;20612;Kec. Warung Kiara             ;3;20600
3ac13e2e-3683-4965-b11d-8541bcd8a7dd;20613;Kec. Jampang Tengah           ;3;20600
cd6e0e5c-a315-45e7-8fa5-0235bf9ecbeb;20614;Kec. Cikembar                 ;3;20600
dde29619-a0bb-43f6-8ade-9072a8467192;20615;Kec. Nyalindung               ;3;20600
ef712f4a-8982-4724-8037-5654bdb1153b;20616;Kec. Gegerbitung              ;3;20600
fe54a4a6-3471-4fb8-9f77-475ec7ccae59;20617;Kec. Sukaraja                 ;3;20600
2eb1604c-4e84-4748-b7cc-afbea686b9d0;20618;Kec. Sukabumi                 ;3;20600
d478ea92-5698-4ad3-a2b4-888fb68a8ffa;20619;Kec. Kadudampit               ;3;20600
8396c132-b690-4e62-8bbe-40d521fb0b09;20620;Kec. Cisaat                   ;3;20600
984f1c03-ed4b-4b7e-bceb-98ee223f36a3;20621;Kec. Cibadak                  ;3;20600
68ad0787-1c89-44a0-9df5-a6367a7c8b23;20622;Kec. Nagrak                   ;3;20600
e0108fa3-8f3e-4523-96b9-8a2e5dcacd67;20623;Kec. Cicurug                  ;3;20600
e7bd956d-938e-4bc4-b0ac-f1ca4ddee1a5;20624;Kec. Cidahu                   ;3;20600
02b54047-a954-41dd-8fb3-9af57f6deca3;20625;Kec. Parakansalak             ;3;20600
4a90c644-2a64-40c1-b3a0-7178b937cf86;20626;Kec. Parungkuda               ;3;20600
b8cba72f-e033-4d99-85fe-1f7d4d096292;20627;Kec. Kalapa Nunggal           ;3;20600
f14e9197-d5fc-4706-9403-2cc0f5b80c0f;20628;Kec. Cikidang                 ;3;20600
fab6d45c-916c-447a-ba14-420d36ca3310;20629;Kec. Cisolok                  ;3;20600
f4c807a3-9cce-465e-8492-da5aae464bb0;20630;Kec. Kabandungan              ;3;20600
08b376e9-e6f2-4dd4-b191-9fd01e14489e;20631;Kec. Gunung Guruh             ;3;20600
d77756c9-2c59-45b0-99c5-c69d0a6138f0;20632;Kec. Cikakak                  ;3;20600
3ee88171-152c-4d40-8343-a6a185769ce8;20633;Kec. Bantar Gadung            ;3;20600
f717468a-470d-4236-b41e-d53eb9be9df2;20634;Kec. Cicantayan               ;3;20600
404916be-ee91-406f-bd80-9310f7e11913;20635;Kec. Simpenan                 ;3;20600
f9aa6df4-5a9b-4d64-947f-f56f815aec01;20636;Kec. Kebon Pedes              ;3;20600
8591b4bc-2a5b-4de7-ab12-5d08be3c4e1c;20637;Kec. Cidadap                  ;3;20600
f82fbe5b-e7a8-4546-b54c-2984e787d0bf;20638;Kec. Cibitung                 ;3;20600
ed005a90-ce4f-4c4c-a331-3d31db76aac3;20639;Kec. Curugkembar              ;3;20600
064efa52-3a15-4db1-a384-f25b38c45936;20640;Kec. Purabaya                 ;3;20600
6e38be84-d86e-4c92-8fae-952f0b914c94;20641;Kec. Cireunghas               ;3;20600
ef7bc2d4-e227-478a-9838-5ae06cbf6a1f;20642;Kec. Sukalarang               ;3;20600
7cf275c9-a2b1-4dc5-9b79-7f5dff142051;20643;Kec. Caringin                 ;3;20600
8928a5b4-638c-4868-848a-f3fe8071fbee;20644;Kec. Bojong Genteng           ;3;20600
eebd0d39-b36a-440f-b8be-5861d52cf8eb;20645;Kec. Waluran                  ;3;20600
621a5cc1-d87d-456a-a13e-074c6bb64755;20646;Kec. Cimanggu                 ;3;20600
06eb0f69-477f-42eb-9f52-1b4342567cde;20647;Kec. Ciambar                  ;3;20600
168a9e62-0d2b-42fc-8c8f-34396b30f229;20700;Kab. Cianjur                  ;2;20000
2b0162ce-bc4f-43d4-9c4c-5f61e781b085;20701;Kec. Agrabinta                ;3;20700
874df88e-86f7-4ddc-853d-6d8058c9c294;20702;Kec. Sindang Barang           ;3;20700
17ab34ae-c654-4662-be16-041b70938b07;20703;Kec. Cidaun                   ;3;20700
8d260f97-55b8-4357-89ec-ffa45538c007;20704;Kec. Naringgul                ;3;20700
dccc9c06-3c7c-4692-8a6c-23c5bb0c7564;20705;Kec. Cibinong                 ;3;20700
2ff6a976-3d94-4117-ba60-edfa04cbf7e8;20706;Kec. Tanggeung                ;3;20700
e294c415-51c6-4788-9761-27566681d67b;20707;Kec. Kadupandak               ;3;20700
9a6f4a8a-7e14-42a5-baa5-cd16eb1633b9;20708;Kec. Takokak                  ;3;20700
87011d17-5711-44f7-9ff3-12383545c598;20709;Kec. Sukanagara               ;3;20700
0dab4ef2-421c-4be1-85e1-e98f08ffd499;20710;Kec. Pagelaran                ;3;20700
28c54f67-1afa-47c4-980d-22a4e52127d8;20711;Kec. Campaka                  ;3;20700
70a8e86b-9315-4484-81e6-97aeff798a2b;20712;Kec. Cibeber                  ;3;20700
9bc273e8-60e2-477d-bcb1-42bae2857b18;20713;Kec. Warungkondang            ;3;20700
d16084cb-c869-4efe-bcf6-703c8421797e;20714;Kec. Cilaku                   ;3;20700
56978d24-53e1-4c2e-a5dc-0e6cb33efce8;20715;Kec. Sukaluyu                 ;3;20700
9836912d-2769-4f5d-92fb-8376e12dbb55;20717;Kec. Ciranjang                ;3;20700
81de1590-e4fc-4535-a1e9-7a96d02f49c0;20718;Kec. Mande                    ;3;20700
38005e9b-7278-43d1-b38b-8fa120c7d28b;20719;Kec. Karang Tengah            ;3;20700
e1617b23-53b3-4343-9afa-7c216974adef;20720;Kec. Cianjur                  ;3;20700
f25adc4b-8efa-446b-a90d-886beeadc3aa;20721;Kec. Cugenang                 ;3;20700
d70ad4da-602c-48eb-8226-e9df6371a2d0;20722;Kec. Pacet                    ;3;20700
efdf4517-897b-4cc6-8bda-ecf9b49f905f;20723;Kec. Sukaresmi                ;3;20700
780ad00f-7945-467d-a6e2-fce11a271a45;20724;Kec. Cikalong Kulon           ;3;20700
c007a912-9a53-4f74-88d0-d5635d8b5867;20725;Kec. Bojong Picung            ;3;20700
20c8980d-4866-4603-8d88-f556bb1ce8b7;20726;Kec. Campaka Mulya            ;3;20700
bb22fa75-3365-4c05-9ed3-29458e7fa16d;20727;Kec. Cikadu                   ;3;20700
b9f1d45b-a1a6-4f0d-bb72-30c988d53c9d;20728;Kec. Leles                    ;3;20700
f443ab96-9a34-40d2-96cd-b9984e41c1fa;20729;Kec. Cijati                   ;3;20700
deb5afcc-226a-45cd-b99c-ee99a9a1ee71;20730;Kec. Gekbrong                 ;3;20700
831ef55c-5d02-4aa7-87ec-0a69dccb4713;20731;Kec. Cipanas                  ;3;20700
e4f9e8dc-c4cd-4dfe-9f59-a47e6940df32;20732;Kec. Haurwangi                ;3;20700
f9140440-0e2d-4977-aee4-25cbb1851427;20733;Kec. Pasirkuda                ;3;20700
7c62f45f-2e66-4131-b6d5-df9e6af34411;20800;Kab. Bandung                  ;2;20000
cde8577d-8d4d-49ea-8f57-d19e20ca14eb;20801;Kec. Ciwidey                  ;3;20800
2b0bca58-8130-46cd-a064-70c76bb74cc1;20802;Kec. Pasirjambu               ;3;20800
c80c1dc8-ba47-4465-8ffd-167dda42bb6b;20803;Kec. Cimaung                  ;3;20800
3aa884b2-05ff-4ac1-9818-fc5855aa4c64;20804;Kec. Pangalengan              ;3;20800
743c8450-df08-4cd4-98ab-e079f37041fd;20805;Kec. Kertasari                ;3;20800
6d179e90-4f3c-4a28-9bc1-80806d468e9d;20806;Kec. Pacet                    ;3;20800
851578f1-4859-4302-81c4-d5b15dd0dd4f;20807;Kec. Ibun                     ;3;20800
bb41448c-8206-4690-8349-8ddc1fbf3dbc;20808;Kec. Paseh                    ;3;20800
adbd9772-33c7-4ab8-ae15-0f8b658e7136;20809;Kec. Cikancung                ;3;20800
33dcdf3e-81c4-4b58-9e44-a79a4ae2a5b4;20810;Kec. Cicalengka               ;3;20800
db476199-c3be-4ce4-b9a7-52885f66ed2a;20811;Kec. Rancaekek                ;3;20800
f86b387d-7187-48dc-b0ce-1ac36d6b47ff;20812;Kec. Majalaya                 ;3;20800
fd90ec8f-c8be-42eb-91ea-8ad846c3c2f3;20813;Kec. Ciparay                  ;3;20800
72235089-13ee-4f6e-8587-208c17573e25;20814;Kec. Bale Endah               ;3;20800
9c4cb581-4dbc-4d97-893a-159bd8927782;20815;Kec. Arjasari                 ;3;20800
f3bc8f88-1ec6-4d32-9139-b1401d5887a1;20816;Kec. Banjaran                 ;3;20800
8264a7e1-8e01-4e46-bc7a-9e1ddc89ff83;20817;Kec. Pameungpeuk              ;3;20800
0ba17085-d203-4fde-9dc5-88336a5f457a;20818;Kec. Ketapang                 ;3;20800
4c5730d1-0096-411b-8405-6464fb865d26;20819;Kec. Soreang                  ;3;20800
b797976c-65ac-4c88-be9d-ce9804bfd8f9;20820;Kec. Marga Asih               ;3;20800
b4f2c998-c451-4b9e-9d49-47fa971bb2ec;20821;Kec. Margahayu                ;3;20800
301b6bd4-a2a5-44a8-ae9d-60577439ec23;20822;Kec. Dayeuhkolot              ;3;20800
bfe62c9e-61dd-48be-97b9-14650dda9562;20823;Kec. Bojongsoang              ;3;20800
58f893e6-6b28-43dc-9317-160fedab59bf;20824;Kec. Cileunyi                 ;3;20800
8b760ad8-8f35-43c2-92e3-543256be01d2;20825;Kec. Cilengkrang              ;3;20800
c6650609-1a1b-4626-8f94-e65eaa2b25a4;20826;Kec. Cimenyan                 ;3;20800
688b9a11-3ba2-4590-9e54-1d61f51fe3d1;20829;Kec. Rancabali                ;3;20800
05d69700-1d7d-4829-b8ab-51a05c71db1b;20830;Kec. Nagreg                   ;3;20800
41d931e0-7282-4fac-bdad-b0d016f1d016;20831;Kec. Solokan Jeruk            ;3;20800
cd3e3a20-cc8d-40fb-818b-f5c8b52545b8;20832;Kec. Cangkuang                ;3;20800
bf906968-42f2-4478-847d-96f7aa35522a;20833;Kec. Kutawaringin             ;3;20800
cd28b380-e1d9-469a-b5d6-c4818e67fa75;21000;Kab. Sumedang                 ;2;20000
2e24afae-6f27-41f0-9fb1-b1dd7ba73d58;21001;Kec. Jatinangor               ;3;21000
14f7611a-b9f7-4c8a-a3ff-75c470fbd9c4;21002;Kec. Cimanggung               ;3;21000
3a86df2b-e5cd-4e48-833e-bbf66f845a50;21003;Kec. Tanjungsari              ;3;21000
b225453a-3454-4dce-b8cc-fd992174dfb7;21004;Kec. Rancakalong              ;3;21000
5972002d-43ce-4886-8d29-81be15138a85;21005;Kec. Sumedang Selatan         ;3;21000
26920219-cd10-431c-a914-1f7cc1c52122;21006;Kec. Sumedang Utara           ;3;21000
2b28ab16-1cae-43fd-ada2-65c4d1b4f5ab;21007;Kec. Situraja                 ;3;21000
b94ea4a5-d31d-44b1-bb6f-50238f9df7a3;21008;Kec. Darmaraja                ;3;21000
db698b3e-483f-45dc-99db-4845f4a42f2d;21009;Kec. Cibugel                  ;3;21000
db7dd01e-86ab-407e-b178-c288562d0595;21010;Kec. Wado                     ;3;21000
c264d640-3ca8-46f4-843d-845b0848d3be;21012;Kec. Tomo                     ;3;21000
391b5f25-4150-4259-9b6e-4e99068a4687;21013;Kec. Ujung Jaya               ;3;21000
1881fadd-b869-46ac-8bb9-0f4752f101a9;21014;Kec. Conggeang                ;3;21000
f7899231-2406-42ff-8005-fe358941eb95;21015;Kec. Paseh                    ;3;21000
64c29fc9-1535-4f7b-a014-dede5cbbd8a6;21016;Kec. Cimalaka                 ;3;21000
792f22e0-5d5c-440e-b3f9-80590162e8e4;21017;Kec. Tanjungkerta             ;3;21000
8d1c979b-b27c-4458-af80-b379edabbb0f;21018;Kec. Buah Dua                 ;3;21000
7b64e3c4-3ec8-4223-9425-8c9e05f91719;21019;Kec. Ganeas                   ;3;21000
847a1712-1671-4821-8ba4-4d898c456ec7;21020;Kec. Jati Gede                ;3;21000
99e8b9a4-7e25-4cd5-a5ae-4dc4ea815e47;21023;Kec. Pamulihan                ;3;21000
afd26bca-916b-454c-8a97-771d4cd40ebf;21024;Kec. Cisitu                   ;3;21000
24df6c7a-695d-4b69-9aab-c76cc671151a;21025;Kec. Jatinunggal              ;3;21000
b17a1c50-8b94-4382-852f-9e4bf44f96c5;21026;Kec. Cisarua                  ;3;21000
fd8d82fa-dc5e-4bb4-81e4-2667a8193abc;21027;Kec. Tanjungmedar             ;3;21000
086b843a-93ae-48ca-be0e-38abe83448e3;21028;Kec. Surian                   ;3;21000
d0a630f3-3428-4842-8e80-1db740eac8bf;21029;Kec. Sukasari                 ;3;21000
84cd8722-a487-4d3e-93c5-ead89f9791f8;21100;Kab. Garut                    ;2;20000
da9275de-d484-4f11-ae50-f5924ed61892;21101;Kec. Talegong                 ;3;21100
55115555-38ce-4588-a4c1-d5820ac21099;21102;Kec. Cisewu                   ;3;21100
652113cd-9597-4ea9-89ef-516d0f261f8c;21103;Kec. Bungbulang               ;3;21100
802bd885-961a-46e8-80ff-80e036456fdf;21104;Kec. Pamulihan                ;3;21100
713775b4-b768-4310-80a8-88eb45f54324;21105;Kec. Pakenjeng                ;3;21100
43027267-0ed0-41f8-90c3-52213c2090b8;21106;Kec. Cikelet                  ;3;21100
a9584f06-7c77-4787-ba1d-1b48e109ca6d;21107;Kec. Pameungpeuk              ;3;21100
34e5f970-4a24-440a-a116-40f4e74d985a;21108;Kec. Cibalong                 ;3;21100
5b717a56-379d-4a9b-8be0-647b408c9616;21109;Kec. Cisompet                 ;3;21100
7ca51955-fd22-4b95-b0d6-de3332cec7f7;21110;Kec. Peundeuy                 ;3;21100
4d571f98-ab0e-40ba-8a03-e93ead42a33d;21111;Kec. Singajaya                ;3;21100
e359a489-da91-4a74-b9a3-069b59c3c94f;21112;Kec. Cikajang                 ;3;21100
cbcb7c3d-f0de-4a92-9168-2c22e52bc8a0;21113;Kec. Banjarwangi              ;3;21100
49d57ded-2653-453b-8314-4e39be552f1d;21114;Kec. Cilawu                   ;3;21100
fa236e4b-b009-4b2c-b017-9b21d5e6752f;21115;Kec. Bayongbong               ;3;21100
148bdfe7-c865-4a36-bba3-92cfef49bd5e;21116;Kec. Cisurupan                ;3;21100
2560b5a8-67f7-4e37-a9f6-2be34fd3d1bd;21117;Kec. Samarang                 ;3;21100
70d9f09e-d393-4b15-bfbe-24ea0373626d;21119;Kec. Garut Kota               ;3;21100
885a59d0-3388-4f63-b991-901248ba0f47;21120;Kec. Karangpawitan            ;3;21100
67fe38b7-792b-4145-bf27-2d7409dfdbee;21121;Kec. Wanaraja                 ;3;21100
47ebd998-94c0-4471-954e-c1d8d7a48623;21122;Kec. Sukawening               ;3;21100
aef0c321-bd52-411a-94b4-0985d3cd8b01;21123;Kec. Banyuresmi               ;3;21100
f19a3438-fcbe-4a0b-9307-64bd5051c781;21124;Kec. Leles                    ;3;21100
4bcf2db1-b61e-44e2-9138-2d9de8493f26;21125;Kec. Leuwigoong               ;3;21100
de8dc423-e840-4f33-b098-abf57838d50e;21126;Kec. Cibatu                   ;3;21100
3b5ad3a5-d0d9-4c12-bd7e-eab89c8c1aed;21127;Kec. Cibiuk                   ;3;21100
e48625f9-cab3-4f69-a747-59f9f3fa0ffb;21128;Kec. Kadungora                ;3;21100
43cc06e9-1e96-4b89-9a16-7148deeea2fa;21129;Kec. Blubur Limbangan         ;3;21100
e1afae9d-7c07-4288-a573-cb8b8374df1d;21130;Kec. Selaawi                  ;3;21100
621ddc01-523a-4a0a-a82c-6cf5f2fbd936;21131;Kec. Malangbong               ;3;21100
2dcb6d00-d798-4117-a78c-b76c52d18155;21132;Kec. Mekarmukti               ;3;21100
89902d3c-8999-42fb-8e97-839951f4b167;21133;Kec. Caringin                 ;3;21100
08a2ba18-b07d-4e73-a381-571686f7c55c;21134;Kec. Cihurip                  ;3;21100
097b0861-51f2-4a57-a239-9d4eb46917ba;21135;Kec. Sukaresmi                ;3;21100
653aebac-f1c2-4900-97f9-095f2b672163;21136;Kec. Pasirwangi               ;3;21100
5d910196-1176-4114-a8a3-61c96e4ca70c;21137;Kec. Karangtengah             ;3;21100
d36edccf-27ed-477b-b971-e1f556541783;21138;Kec. Kersamanah               ;3;21100
3832a9d8-8713-4639-a779-80a1da3d15f1;21139;Kec. Tarogong Kaler           ;3;21100
060e7f04-23db-4344-9283-7eddc4a4cb81;21140;Kec. Tarogong Kidul           ;3;21100
e801c428-1cdc-4bde-8223-09d5ce845784;21141;Kec. Cigedug                  ;3;21100
5bf6aeb3-997e-4358-a7c6-6cf5edcb9186;21142;Kec. Sucinaraja               ;3;21100
6b3736f7-2bdf-4320-a348-f29e145bf0f8;21143;Kec. Pangatikan               ;3;21100
3aee16d4-55a2-4293-b657-b8136d2522aa;21200;Kab. Tasikmalaya              ;2;20000
0e9c50b1-99ad-4660-bdec-5ac86a42a9de;21201;Kec. Cipatujah                ;3;21200
df58ea14-8e1d-4312-a8ce-e06e9f795e56;21202;Kec. Karangnunggal            ;3;21200
0781a5cb-edc3-404d-a8bf-c9fada47f7d3;21203;Kec. Cikalong                 ;3;21200
f6c72be4-e17e-4696-8eff-485152fedb41;21204;Kec. Panca Tengah             ;3;21200
ed6c7456-4197-43e8-aacf-fe277ff5d009;21205;Kec. Cikatomas                ;3;21200
0afb94db-ff89-4bc5-8d94-b2a55d589c82;21206;Kec. Cibalong                 ;3;21200
d5f2bd75-bec8-495b-b950-a6fd52177dcf;21207;Kec. Bantarkalong             ;3;21200
3b5a4b44-8758-4b6b-95df-85db74c23178;21208;Kec. Bojong Gambir            ;3;21200
096036a2-ca5f-43b4-a9a2-6b8b980cb6f9;21209;Kec. Sodonghilir              ;3;21200
