"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"2199","Kec. Banjarmasin Barat ","Banjarmasin","Jawa Timur",0.33,0.27,0.33,0.29,0.4
"2200","Kec. Banjarmasin Utara ","Banjarmasin","Jawa Timur",0.24,0.4,0.1,0.25,0.06
"2201","Kec. Banjarmasin Tengah ","Banjarmasin","Jawa Timur",0.04,0.25,0.2,0.33,0.25
"2202","Kec. Banjarbaru Utara ","Banjarbaru","Jawa Timur",0.32,0,0.23,0,0.21
"2203","Kec. Amuntai Tengah ","Hulu Sungai Utara","Kalimantan Barat",0.03,0,0,0,0
"2204","Kec. Amuntai Utara ","Hulu Sungai Utara","Kalimantan Barat",0,0,0.25,0,0.5
"2205","Kec. Paminggir ","Hulu Sungai Utara","Kalimantan Barat",0.15,0,0,0,0
"2206","Kec. Kelua ","Tabalong","Kalimantan Barat",0.29,1,1,0,0.5
"2207","Kec. Muara Harus ","Tabalong","Kalimantan Barat",0,0,0.25,0,0.5
"2208","Kec. Tanjung ","Tabalong","Kalimantan Barat",0,0.33,0,0,0
"2209","Kec. Murung Pudak ","Tabalong","Kalimantan Barat",0.76,0.5,0.57,0.67,1
"2210","Kec. Upau ","Tabalong","Kalimantan Barat",0,0,0.5,0,0.5
"2211","Kec. Muara Uya ","Tabalong","Kalimantan Barat",0,0,0.5,0,0.25
"2212","Kec. Jaro ","Tabalong","Kalimantan Barat",0,0,0.33,0,0.5
"2213","Kec. Bintang Ara ","Tabalong","Kalimantan Barat",0,0,0.25,0,0.25
"2214","Kec. Pulau Laut Utara ","Kotabaru","Kalimantan Barat",0.33,0.29,0.29,0.25,0.5
"2215","Kec. Kelumpang Hilir ","Kotabaru","Kalimantan Barat",0,0.33,0.33,0,0.25
"2216","Kec. Kelumpang Hulu ","Kotabaru","Kalimantan Barat",0,0,0.25,0,0.5
"2217","Kec. Sampanahan ","Kotabaru","Kalimantan Barat",1,0.33,0,1,0
"2218","Kec. Pulau Laut Kepulauan ","Kotabaru","Kalimantan Barat",0.13,0,0.25,0,0.25
"2219","Kec. Awayan ","Balangan","Jawa Timur",0,0,0.33,0,0.5
"2220","Kec. Paringin ","Balangan","Jawa Timur",0,0,0.5,0,0.5
"2221","Kec. Paringin Selatan ","Balangan","Jawa Timur",0.19,0,0.25,0,0.17
"2222","Kec. Kurau ","Tanah Laut","Kalimantan Barat",0,0,0.25,0,0.5
"2223","Kec. Tambang Ulang ","Tanah Laut","Kalimantan Barat",0.67,0,0,0,0
"2224","Kec. Pelaihari ","Tanah Laut","Kalimantan Barat",0.93,1,1,1,1
"2225","Kec. Batu Ampar ","Tanah Laut","Kalimantan Barat",0,0,0.25,0,0.5
"2226","Kec. Kintap ","Tanah Laut","Kalimantan Barat",0.03,0,0,0,0
"2227","Kec. Bajuin ","Tanah Laut","Kalimantan Barat",1,1,0,1,0
"2228","Kec. Mekarsari ","Barito Kuala","Jawa Timur",0,0,0.25,0,1
"2229","Kec. Anjir Muara ","Barito Kuala","Jawa Timur",0,1,1,1,1
"2230","Kec. Rantau Badauh ","Barito Kuala","Jawa Timur",0,0.5,0.5,0,0.5
"2231","Kec. Bakumpai ","Barito Kuala","Jawa Timur",0.14,0.5,0,1,0
"2232","Kec. Marabahan ","Barito Kuala","Jawa Timur",0,0,0.25,0,0.5
"2233","Kec. Tabukan ","Barito Kuala","Jawa Timur",0,0,0.5,0,0.5
"2234","Kec. Jejangkit ","Barito Kuala","Jawa Timur",0.17,0,0,0,0
"2235","Kec. Jempang ","Kutai Barat","Kalimantan Selatan",0.43,0.2,0,0,0
"2236","Kec. Penyinggahan ","Kutai Barat","Kalimantan Selatan",0.88,1,1,1,0.5
"2237","Kec. Muara Pahu ","Kutai Barat","Kalimantan Selatan",0.9,1,0,1,0
"2238","Kec. Muara Lawa ","Kutai Barat","Kalimantan Selatan",0.09,1,0,0,0
"2239","Kec. Long Iram ","Kutai Barat","Kalimantan Selatan",0,0,0.5,0,0.5
"2240","Kec. Linggang Bingung ","Kutai Barat","Kalimantan Selatan",0,0,0.25,0,0.5
"2241","Kec. Muara Ancalong ","Kutai Timur","Kalimantan Selatan",0,0,0.33,0,0.5
"2242","Kec. Muara Wahau ","Kutai Timur","Kalimantan Selatan",0.09,0,0,0,0
"2243","Kec. Muara Bengkal ","Kutai Timur","Kalimantan Selatan",0,0,0.25,0,0.5
"2244","Kec. Sangatta Utara ","Kutai Timur","Kalimantan Selatan",0,0,0.2,0,0.25
"2245","Kec. Kaliorang ","Kutai Timur","Kalimantan Selatan",0.5,0.5,0,0.5,0
"2246","Kec. Kongbeng ","Kutai Timur","Kalimantan Selatan",0.77,0.6,0,0,0
"2247","Kec. Busang ","Kutai Timur","Kalimantan Selatan",0.2,0,0,0,0
"2248","Kec. Rantau Pulung ","Kutai Timur","Kalimantan Selatan",0,0,0.17,0,0.25
"2249","Kec. Long Mesangat ","Kutai Timur","Kalimantan Selatan",0,0,0.25,0,0.25
"2250","Kec. Batu Sopang ","Paser","Kalimantan Tengah",0.83,0.67,0.5,0,0.5
"2251","Kec. Paser Belengkong ","Paser","Kalimantan Tengah",0,0,0.25,0,0.25
"2252","Kec. Tanah Grogot ","Paser","Kalimantan Tengah",0.55,0.62,0.57,0.67,0.67
"2253","Kec. Kuaro ","Paser","Kalimantan Tengah",0.89,0.67,0.5,1,0.5
"2254","Kec. Long Ikis ","Paser","Kalimantan Tengah",0,0,0.17,0,0.33
"2255","Kec. Muara Komam ","Paser","Kalimantan Tengah",0.3,1,0,0,0
"2256","Kec. Penajam ","Penajam Paser Utara","Kalimantan Tengah",0,0,0.22,0,0.25
"2257","Kec. Sepaku ","Penajam Paser Utara","Kalimantan Tengah",0.5,0.67,0.67,0,0.5
"2258","KEC. LONG HUBUNG ","Mahakam Ulu","Kalimantan Selatan",0,0,0.5,0,0.25
"2259","KEC. LAHAM ","Mahakam Ulu","Kalimantan Selatan",0.67,0,0,0,0
"2260","KEC. LONG PAHANGAI ","Mahakam Ulu","Kalimantan Selatan",0.09,0,0,0,0
"2261","KEC. LONG BAGUN ","Mahakam Ulu","Kalimantan Selatan",0,0,0.5,0,0.5
"2262","Kec. Palaran ","Samarinda","Kalimantan Tengah",0,0,0.25,0,0.5
"2263","Kec. Samarinda Seberang ","Samarinda","Kalimantan Tengah",0,0,0.5,0,0.5
"2264","Kec. Sungai Kunjang ","Samarinda","Kalimantan Tengah",0,0,0.25,0,0.25
"2265","Kec. Samarinda Ulu ","Samarinda","Kalimantan Tengah",0.03,0.18,0.13,0.08,0.18
"2266","Kec. Samarinda Utara ","Samarinda","Kalimantan Tengah",0.28,0.2,0.27,0,0.3
"2267","Kec. Sambutan ","Samarinda","Kalimantan Tengah",0.26,0,0.25,0,0.25
"2268","Kec. Sungai Pinang ","Samarinda","Kalimantan Tengah",0.01,0,0.05,0,0.07
"2269","Kec. Samarinda ","Samarinda","Kalimantan Tengah",0,0,0.12,0,0.1
"2270","Kec. Loa Janan Ilir ","Samarinda","Kalimantan Tengah",0.06,0,0.15,0,0.2
"2271","Kec. Balikpapan Selatan ","Balikpapan","Kalimantan Selatan",0,0.3,0.12,0.2,0.25
"2272","Kec. Balikpapan Utara ","Balikpapan","Kalimantan Selatan",0.09,0.25,0.21,0.11,0.24
"2273","Kec. Balikpapan Tengah ","Balikpapan","Kalimantan Selatan",0.62,0.33,0.25,0.4,0.17
"2274","Kec. Balikpapan Barat ","Balikpapan","Kalimantan Selatan",0,0,0.29,0.5,0.5
"2275","Kec. Balikpapan ","Balikpapan","Kalimantan Selatan",0,0,0.09,0,0.1
"2276","Kec. Bontang Selatan ","Bontang","Kalimantan Selatan",0.02,0,0.1,0,0.12
"2277","Kec. Bontang Utara ","Bontang","Kalimantan Selatan",0.16,0.11,0.2,0,0.2
"2278","Kec. Samboja ","Kutai Kartanegara","Kalimantan Selatan",0,0,0.19,0,0.25
"2279","Kec. Muara Jawa ","Kutai Kartanegara","Kalimantan Selatan",0,0,0.5,0,0.25
"2280","Kec. Loa Janan ","Kutai Kartanegara","Kalimantan Selatan",0.03,0,0,0,0
"2281","Kec. Loa Kulu ","Kutai Kartanegara","Kalimantan Selatan",0.03,0,0.25,0,0.5
"2282","Kec. ","Kutai Kartanegara","Kalimantan Selatan",0.16,0,0,0,0
"2283","Kec. Tenggarong ","Kutai Kartanegara","Kalimantan Selatan",0.04,0,0.3,0,0.25
"2284","Kec. Sebulu ","Kutai Kartanegara","Kalimantan Selatan",0.07,0.17,0.38,0,0.5
"2285","Kec. Tenggarong Seberang ","Kutai Kartanegara","Kalimantan Selatan",0.18,0.08,0.21,0.17,0.19
"2286","Kec. Anggana ","Kutai Kartanegara","Kalimantan Selatan",0,0,0.33,0,0.5
"2287","Kec. Muara Badak ","Kutai Kartanegara","Kalimantan Selatan",0,0,0.29,0,0.5
"2288","Kec. Muara Kaman ","Kutai Kartanegara","Kalimantan Selatan",0,0.25,0.25,0.25,0.17
"2289","Kec. Kembang Janggut ","Kutai Kartanegara","Kalimantan Selatan",0.05,0,0,0,0
"2290","Kec. Tabang ","Kutai Kartanegara","Kalimantan Selatan",0,0,0.5,0,0.5
"2291","Kec. Talisayan ","Berau","Kalimantan Selatan",0.07,0.5,0.5,0,0.33
"2292","Kec. Biduk Biduk ","Berau","Kalimantan Selatan",0.1,0,0.5,0,0.5
"2293","Kec. Sambaliung ","Berau","Kalimantan Selatan",0,0,0.22,0,0.5
"2294","Kec. Tanjung Redeb ","Berau","Kalimantan Selatan",0,0.27,0.2,0,0.2
"2295","Kec. Malalayang ","Manado","Sulawesi Tengah",0.1,0.22,0.36,0.12,0.5
"2296","Kec. Sario ","Manado","Sulawesi Tengah",0,0,0.25,0,0.29
"2297","Kec. Wenang ","Manado","Sulawesi Tengah",0.08,0.23,0.23,0.12,0.19
"2298","Kec. Mapanget ","Manado","Sulawesi Tengah",0.11,0,0.18,0,0.33
"2299","Kec. Wanea ","Manado","Sulawesi Tengah",0.29,0.25,0.25,0.11,0.38
"2300","Kec. Tikala ","Manado","Sulawesi Tengah",0.07,0,0.22,0.12,0.5
"2301","Kec. Tuminting ","Manado","Sulawesi Tengah",0.71,1,0,0.25,0
"2302","Kec. Ranowulu ","Bitung","Sulawesi Selatan",0,0,0.25,0,0.5
"2303","Kec. Girian ","Bitung","Sulawesi Selatan",0,0,0.2,0,0.25
"2304","Kec. Madidir ","Bitung","Sulawesi Selatan",0,0,0.12,0,0.12
"2305","Kec. Maesa ","Bitung","Sulawesi Selatan",0.19,0,0.17,0,0.17
"2306","Kec. Tomohon Selatan ","Tomohon","Sulawesi Tengah",0.02,0.17,0,0,0
"2307","Kec. Tomohon Timur ","Tomohon","Sulawesi Tengah",0.02,0,0,0,0
"2308","Kec. Tomohon Barat ","Tomohon","Sulawesi Tengah",0,0,0.25,0,0.25
"2309","Kec. ","Kotamobagu","Sulawesi Selatan",0.01,0,0.17,0,0.12
"2310","Kec. ","Kotamobagu","Sulawesi Selatan",0,0,0.09,0,0.17
"2311","Kec. Tombariri ","Minahasa","Sulawesi Tengah",0,0.5,0,0,0
"2312","Kec. Tondano Timur ","Minahasa","Sulawesi Tengah",0.57,0,0.5,0,0.5
"2313","Kec. Tombulu ","Minahasa","Sulawesi Tengah",0.17,0,0,0,0
"2314","Kec. Tondano Barat ","Minahasa","Sulawesi Tengah",0.12,0.2,0.33,0.33,0.5
"2315","Kec. Tondano Utara ","Minahasa","Sulawesi Tengah",0.03,0,0,0,0
"2316","Kec. Tompaso Barat ","Minahasa","Sulawesi Tengah",0.92,0.67,0,1,0
"2317","Kec. Kauditan ","Minahasa Utara","Sulawesi Tengah",0,0.29,0.17,0,0.25
"2318","Kec. Dimembe ","Minahasa Utara","Sulawesi Tengah",0,0,0.25,0,0.5
"2319","Kec. Kema ","Minahasa Utara","Sulawesi Tengah",0,0,0.25,0,0.25
"2320","Kec. Likupang Selatan ","Minahasa Utara","Sulawesi Tengah",0,0,1,0,0.5
"2321","Kec. Bolaang Itang Timur ","Bolaang Mongondow Utara","Sulawesi Selatan",1,0.75,0,0.5,0
"2322","Kec. Bolaang Itang Barat ","Bolaang Mongondow Utara","Sulawesi Selatan",0,0.67,0,0,0
"2323","Kec. Tabukan Utara ","Kep. Sangihe","0",0,0,0.2,0,0.5
"2324","Kec. Kepulauan Marore ","Kep. Sangihe","0",1,0.6,0,1,0
"2325","Kec. ","Kepulauan Talaud","Sulawesi Selatan",0,0.33,0,0,0
"2326","Kec. Beo ","Kepulauan Talaud","Sulawesi Selatan",0,0,0.2,0,0.17
"2327","Kec. Rainis ","Kepulauan Talaud","Sulawesi Selatan",0.5,1,1,0,1
"2328","Kec. Essang ","Kepulauan Talaud","Sulawesi Selatan",0.3,0.2,0,0.33,0
"2329","Kec. Melonguane Timur ","Kepulauan Talaud","Sulawesi Selatan",0.62,0,1,1,0.5
"2330","Kec. Salibabu ","Kepulauan Talaud","Sulawesi Selatan",0,0,0.67,0,1
"2331","Kec. Ranoyapo ","Minahasa Selatan","Sulawesi Tengah",0,0.5,0,0,0
"2332","Kec. Tenga ","Minahasa Selatan","Sulawesi Tengah",0,0,0.25,0,0.5
"2333","Kec. Amurang ","Minahasa Selatan","Sulawesi Tengah",0.33,0.67,0,0,0
"2334","Kec. Tareran ","Minahasa Selatan","Sulawesi Tengah",0.43,0.22,0.22,0.5,0.5
"2335","Kec. Kumelembuai ","Minahasa Selatan","Sulawesi Tengah",1,1,0,1,0
"2336","Kec. Maesaan ","Minahasa Selatan","Sulawesi Tengah",0,0,0.33,0,0.5
"2337","Kec. Amurang Barat ","Minahasa Selatan","Sulawesi Tengah",0.7,1,0,0.5,0
"2338","Kec. Bolaang ","Bolaang Mongondow","Sulawesi Selatan",0,0,0.2,0,0.5
"2339","Kec. Sangtombolang ","Bolaang Mongondow","Sulawesi Selatan",0,0,0.25,0,0.5
"2340","Kec. Dumoga Utara ","Bolaang Mongondow","Sulawesi Selatan",0,0,0.5,0,0.5
"2341","Kec. Dumoga Timur ","Bolaang Mongondow","Sulawesi Selatan",0,0,0.17,0,0.5
"2342","Kec. Tagulandang ","Kepulauan Siau Tagulandang Biaro","0",0,0,0.25,0,0.5
"2343","Kec. Belang ","Minahasa Tenggara","Sulawesi Tengah",0,0.17,0,0,0
"2344","Kec. Ratahan ","Minahasa Tenggara","Sulawesi Tengah",0.51,0.29,0.29,0,0.5
"2345","Kec. Tutuyan ","Bolaang Mongondow Timur","Sulawesi Selatan",0,0,0.25,0,0.5
"2346","Kec. Modayag ","Bolaang Mongondow Timur","Sulawesi Selatan",0,0,0.25,0,0.5
"2347","Kec. Bolaang Uki ","Bolaang Mongondow Selatan","Sulawesi Selatan",0.59,0.5,0,0.5,0
"2348","Kec. Posigadan ","Bolaang Mongondow Selatan","Sulawesi Selatan",0.6,0.67,0.67,1,1
"2349","Kec. Pinolosian ","Bolaang Mongondow Selatan","Sulawesi Selatan",0,0,0.33,0,0.5
"2350","Kec. Tinangkung ","Banggai Kepulauan","Riau",0.71,1,0,0.33,0
"2351","Kec. Liang ","Banggai Kepulauan","Riau",0.33,1,0,1,0
"2352","Kec. Tinangkung Selatan ","Banggai Kepulauan","Riau",1,0.5,0,1,0
"2353","Kec. Buko Selatan ","Banggai Kepulauan","Riau",0.27,0.5,0,0.33,0
"2354","Kec. Ampana ","Tojo Una-Una","Sulawesi Barat",0,0,0.25,0,0.25
"2355","Kec. Lindu ","Sigi","Sulawesi Barat",0,0,0,1,0
"2356","Kec. Sigibiromaru ","Sigi","Sulawesi Barat",0,0,0.14,0,0.5
"2357","Kec. Toili ","Banggai","Riau",0.63,0.4,0.4,0.33,1
"2358","Kec. Batui ","Banggai","Riau",0,0,0.33,0,0.5
"2359","Kec. Bunta ","Banggai","Riau",0.21,0.5,0,0,0
"2360","Kec. Kintom ","Banggai","Riau",0,0,0.25,0,0.5
"2361","Kec. Luwuk ","Banggai","Riau",0,0.11,0.2,0,0.2
"2362","Kec. Pagimana ","Banggai","Riau",0.62,0,0.33,0.5,1
"2363","Kec. Toili Barat ","Banggai","Riau",0.33,0.33,0,0,0
"2364","Kec. Nuhon ","Banggai","Riau",0.69,0,0.5,0.5,0.5
"2365","Kec. Luwuk Timur ","Banggai","Riau",0,0,0.33,0,0.5
"2366","Kec. Masama ","Banggai","Riau",0,0,1,0,0.25
"2367","Kec. Simpang Raya ","Banggai","Riau",0,0,0.33,0,1
"2368","Kec. Biau ","Buol","Riau",0.03,0,0,0,0
"2369","Kec. Bukal ","Buol","Riau",0,0,0.33,0,0.5
"2370","Kec. Lakea ","Buol","Riau",0.06,0,0,0,0
"2371","Kec. Dampal Selatan ","Tolitoli","0",0,0.5,0.5,0,0.5
"2372","Kec. Baolan ","Tolitoli","0",0.23,0.2,0.27,0.2,0.38
"2373","Kec. Bungku Tengah ","Morowali","Riau",0.71,0.4,0,0.33,0
"2374","Kec. Witaponda ","Morowali","Riau",0.06,0,0,0,0
"2375","Kec. Bungku Timur ","Morowali","Riau",0.05,0,0.5,0,0.5
"2376","Kec. Banawa ","Donggala","Riau",0,0.25,0,0,0
"2377","Kec. Dampelas ","Donggala","Riau",0,0,0.08,0,0.5
"2378","Kec. Sojol ","Donggala","Riau",0.71,0.67,0,0.5,0
"2379","Kec. Rio Pakava ","Donggala","Riau",0.36,0.67,0,1,0
"2380","Kec. Banawa Tengah ","Donggala","Riau",0,1,0,0,0
"2381","Kec. Pamona Selatan ","Poso","Sulawesi Barat",0.04,0.33,0,0,0
"2382","Kec. Lage ","Poso","Sulawesi Barat",0,0,0,0.17,0
"2383","Kec. Poso ","Poso","Sulawesi Barat",0,0,0.25,0,0.17
"2384","Kec. Pamona Puselemba ","Poso","Sulawesi Barat",0.57,0.67,0.5,0.67,0.5
"2385","KEC. BOKAN KEPULAUAN ","Banggai Laut","Riau",0,0.5,0,0,0
"2386","KEC. BANGKURUNG ","Banggai Laut","Riau",0,0,0,1,0
"2387","KEC. LABOBO  ","Banggai Laut","Riau",1,0,0,0,0
"2388","Kec. Banggai ","Banggai Laut","Riau",0,0,0.17,0,0.5
"2389","Kec. Lembo ","Morowali Utara","Riau",0,0.5,0,0,0
"2390","Kec. Soyo Jaya ","Morowali Utara","Riau",0.4,0,0.67,0.33,1
"2391","Kec. Palu Barat ","Palu","Riau",0,0.18,0,0,0
"2392","Kec. Palu Timur ","Palu","Riau",0.01,0.07,0.07,0.12,0.17
"2393","Kec. Palu Utara ","Palu","Riau",1,1,0,1,0
"2394","Kec. Ulujadi ","Palu","Riau",0,0,0.25,0,0.5
"2395","Kec. Tatanga ","Palu","Riau",0.72,0.25,0.57,0.5,0.67
"2396","Kec. Mantikulore ","Palu","Riau",0.05,0.08,0,0,0
"2397","Kec. Sausu ","Parigi Moutong","Riau",0,0,0.25,0,0.5
"2398","Kec. Parigi ","Parigi Moutong","Riau",0.03,0.2,0.33,0,0.5
"2399","Kec. Kasimbar ","Parigi Moutong","Riau",0,0,0.17,0,0.5
"2400","Kec. Tinombo Selatan ","Parigi Moutong","Riau",0,0,0.5,0,0.5
"2401","Kec. Parigi Tengah ","Parigi Moutong","Riau",1,1,0,1,0
"2402","Kec. Bolano ","Parigi Moutong","Riau",0,0,0.33,0,0.25
"2403","Kec. Burau ","Luwu Timur","Papua Barat",0.97,0.75,0.67,0.5,1
"2404","Kec. Malili ","Luwu Timur","Papua Barat",0.22,0.17,0.17,0,0.25
"2405","Kec. Nuha ","Luwu Timur","Papua Barat",0,0,0.11,0,0.25
"2406","Kec. Mangkutana ","Luwu Timur","Papua Barat",0.07,0,0.33,0.33,0.5
"2407","Kec. Towuti ","Luwu Timur","Papua Barat",0,0,0.14,0,0.25
"2408","Kec. Tomoni Timur ","Luwu Timur","Papua Barat",1,0,0,1,0
"2409","Kec. Kalaena ","Luwu Timur","Papua Barat",0.72,1,0,1,0
"2410","Kec. Kesu ","Toraja Utara","Riau",0.07,0,0,0,0
"2411","Kec. Rantepao ","Toraja Utara","Riau",0.18,0.11,0,0,0
"2412","Kec. Tallunglipu ","Toraja Utara","Riau",0,0,0.25,0,0.5
"2413","Kec. Liukang Kalmas ","Pangkajene Kepulauan","Papua Barat",0.29,0.2,0,0.25,0
"2414","Kec. Liukang Tapabbiring ","Pangkajene Kepulauan","Papua Barat",0.79,0.5,0,1,0
"2415","Kec. Pangkajene ","Pangkajene Kepulauan","Papua Barat",0.39,0.44,0.44,0.4,0.4
"2416","Kec. Balocci ","Pangkajene Kepulauan","Papua Barat",0.5,0.4,0.4,0.67,1
"2417","Kec. Labakkang ","Pangkajene Kepulauan","Papua Barat",0,0,0.14,0,0.5
"2418","Kec. Segeri ","Pangkajene Kepulauan","Papua Barat",0,0,0.25,0,0.5
"2419","Kec. Mandalle ","Pangkajene Kepulauan","Papua Barat",0.43,0,0.5,0,0.5
"2420","Kec. Liukang Tupabbiring Utara ","Pangkajene Kepulauan","Papua Barat",0,1,0,0.33,0
"2421","Kec. Somba Opu ","Gowa","Papua",0.04,0.03,0.07,0,0.14
"2422","Kec. Parang Loe ","Gowa","Papua",0,0,0.33,0,0.5
"2423","Kec. Tinggi Moncong ","Gowa","Papua",0.34,0,0,0,0
"2424","Kec. Bungaya ","Gowa","Papua",0.33,0,0,1,0
"2425","Kec. Tompobulu ","Gowa","Papua",0.32,0,0,0,0
"2426","Kec. Biring Bulu ","Gowa","Papua",1,0,0,0,0
"2427","Kec. Manuju ","Gowa","Papua",0,0,0.33,0,0.5
"2428","Kec. Bontolempangan ","Gowa","Papua",0.63,1,0,1,0
"2429","Kec. Bajeng Barat ","Gowa","Papua",0.05,0,0,0,0
"2430","Kec. Mangarabombang ","Takalar","Papua Barat",1,1,0,1,0
"2431","Kec. Mappakasunggu ","Takalar","Papua Barat",0,0.5,0,0,0
"2432","Kec. Polombangkeng Selatan ","Takalar","Papua Barat",0,0,0.4,0,0.5
"2433","Kec. Polombangkeng Utara ","Takalar","Papua Barat",0,0,0.18,0,0.2
"2434","Kec. Galesong Selatan ","Takalar","Papua Barat",1,1,0,1,0
"2435","Kec. Tamalatea ","Jeneponto","Papua",0.61,0.6,0.33,0.2,0.17
"2436","Kec. Binamu ","Jeneponto","Papua",0.22,0.1,0.14,0.17,0.38
"2437","Kec. Batang ","Jeneponto","Papua",0,0,0.25,0,0.5
"2438","Kec. Kelara ","Jeneponto","Papua",0,0,0.33,0,0.5
"2439","Kec. Turatea ","Jeneponto","Papua",0.48,0,0.5,0.6,1
"2440","Kec. Rumbia ","Jeneponto","Papua",0.2,0,0,0.2,0
"2441","Kec. Tellulimpoe ","Sidenreng Rappang","Papua Barat",0,0,0.25,0,0.5
"2442","Kec. Watangpulu ","Sidenreng Rappang","Papua Barat",0,0,0.33,0,0.17
"2443","Kec. Baranti ","Sidenreng Rappang","Papua Barat",0,0,0.25,0,0.5
"2444","Kec. Panca Rijang ","Sidenreng Rappang","Papua Barat",0,0,0.12,0,0.17
"2445","Kec. Maritengae ","Sidenreng Rappang","Papua Barat",0,0,0.08,0,0.1
"2446","Kec. Maiwa ","Enrekang","Papua",0,0,0.14,0,0.17
"2447","Kec. Enrekang ","Enrekang","Papua",0.15,0.12,0,0.25,0
"2448","Kec. Baraka ","Enrekang","Papua",0.39,1,1,1,0.5
"2449","Kec. Anggeraja ","Enrekang","Papua",0.42,0.43,0,0.33,0
"2450","Kec. Alla ","Enrekang","Papua",0,0,0.17,0,0.25
"2451","Kec. Bungin ","Enrekang","Papua",0,0.5,0,0,0
"2452","Kec. Curio ","Enrekang","Papua",0,1,0,0,0
"2453","Kec. Malua ","Enrekang","Papua",0.2,0.33,0,0,0
"2454","Kec. Masalle ","Enrekang","Papua",1,1,0,1,0
"2455","Kec. Bajo ","Luwu","Papua Barat",0,0.25,0.25,0,0.5
"2456","Kec. Bassesangtempe ","Luwu","Papua Barat",0.08,0,0,0.5,0
"2457","Kec. Walenrang ","Luwu","Papua Barat",0.03,0.33,0.2,0.25,0.25
"2458","Kec. Larompong Selatan ","Luwu","Papua Barat",0,0,0.33,0,0.5
"2459","Kec. Lamasi Timur ","Luwu","Papua Barat",0,0,0.25,0,0.5
"2460","Kec. Suli Barat ","Luwu","Papua Barat",0,0,0.5,0,0.5
"2461","Kec. Bajo Barat ","Luwu","Papua Barat",0.4,0,0,0,0
"2462","Kec. Ponrang ","Luwu","Papua Barat",0,0,0.17,0,0.5
"2463","Kec. Ujung Bulu ","Bulukumba","Papua",0,0,0.11,0,0.5
"2464","Kec. Bontotiro ","Bulukumba","Papua",0,0,0.25,0,0.5
"2465","Kec. Kajang ","Bulukumba","Papua",0.5,0.86,0.67,0.33,1
"2466","Kec. Kindang ","Bulukumba","Papua",0,0,0.33,0,0.5
"2467","Kec. Ujung Loe ","Bulukumba","Papua",0,0,0.14,0,0.5
"2468","Kec. Sinjai Barat ","Sinjai","Papua Barat",0,0,0.2,0,0.5
"2469","Kec. Sinjai Selatan ","Sinjai","Papua Barat",0,0,0.14,0,0.25
"2470","Kec. Sinjai Timur ","Sinjai","Papua Barat",0.37,0,0,0.5,0
"2471","Kec. Sinjai Tengah ","Sinjai","Papua Barat",0.4,0.4,0,0.33,0
"2472","Kec. Sinjai Utara ","Sinjai","Papua Barat",0.36,0.67,0,1,0
"2473","Kec. Pasimarannu ","Kepulauan Selayar","Papua",0.42,0,0.4,1,1
"2474","Kec. Bontosikuyu ","Kepulauan Selayar","Papua",0,0,0.33,0,0.5
"2475","Kec. Bontoharu ","Kepulauan Selayar","Papua",0.54,0.67,0.67,0.5,0.5
"2476","Kec. Bontomatene ","Kepulauan Selayar","Papua",0,0,0.25,0,0.5
"2477","Kec. Mattiro Sompe ","Pinrang","Papua Barat",0,0,0.25,0,0.5
"2478","Kec. Watang Sawitto ","Pinrang","Papua Barat",0,0.38,0.38,0,0.38
"2479","Kec. Duampanua ","Pinrang","Papua Barat",0,0,0.33,0,0.5
"2480","Kec. Lembang ","Pinrang","Papua Barat",0,0,0.33,0,0.5
"2481","Kec. Lanrisang ","Pinrang","Papua Barat",0.75,1,1,1,1
"2482","Kec. Tanete Riaja ","Barru","Papua",0,0,0.25,0,0.5
"2483","Kec. Barru ","Barru","Papua",0.08,0,0.14,0,0.17
"2484","Kec. Soppeng Riaja ","Barru","Papua",0,0,0.25,0,0.5
"2485","Kec. Mallusetasi ","Barru","Papua",0,0,0.25,0,0.5
"2486","Kec. Balusu ","Barru","Papua",0,0,0.33,0,0.5
"2487","Kec. Bontocani ","Bone","Papua",0.25,0,0.5,0,0.5
"2488","Kec. Kahu ","Bone","Papua",0.13,0.62,0.4,0,0.25
"2489","Kec. Salomekko ","Bone","Papua",0,0,0.17,0,0.5
"2490","Kec. Libureng ","Bone","Papua",0,0,0.2,0.5,0.25
"2491","Kec. Ponre ","Bone","Papua",0.67,0,0,0,0
"2492","Kec. Lamuru ","Bone","Papua",0,0,0.25,0,0.5
"2493","Kec. Ulaweng ","Bone","Papua",0.47,0.4,0.25,0.33,0.5
"2494","Kec. Dua Boccoe ","Bone","Papua",0.83,1,0,1,0
"2495","Kec. Tanete Riattang Barat ","Bone","Papua",0.07,0.08,0.2,0.14,0.25
"2496","Kec. Tanete Riattang ","Bone","Papua",0.21,0,0.14,0,0.5
"2497","Kec. Tanete Riattang Timur ","Bone","Papua",0,0,0.14,0,0.25
"2498","Kec. Sabbangparu ","Wajo","Riau",0.12,1,0,0,0
"2499","Kec. Tempe ","Wajo","Riau",0.29,0.3,0.3,0.25,0.5
"2500","Kec. Pammana ","Wajo","Riau",0,0,0.5,0,0.25
"2501","Kec. Takkalala ","Wajo","Riau",0,0,0.25,0,0.5
"2502","Kec. Sajo Anging ","Wajo","Riau",0,0,0.25,0,0.5
