"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"1484","Kec. Torue ","Parigi Moutong","Riau",0,0,0,0,0
"1485","Kec. Parigi Selatan ","Parigi Moutong","Riau",0,0,0,0,0
"1486","Kec. Mepanga ","Parigi Moutong","Riau",0,0,0,0,0
"1487","Kec. Parigi Barat ","Parigi Moutong","Riau",0,0,0,0,0
"1488","Kec. Parigi Utara ","Parigi Moutong","Riau",0,0,0,0,0
"1489","Kec. Palasa ","Parigi Moutong","Riau",0,0,0,0,0
"1490","Kec. Taopa ","Parigi Moutong","Riau",0,0,0,0,0
"1491","Kec. Balinggi ","Parigi Moutong","Riau",0,0,0,0,0
"1492","Kec. Ongka Malino ","Parigi Moutong","Riau",0,0,0,0,0
"1493","Kec. Sidoan ","Parigi Moutong","Riau",0,0,0,0,0
"1494","Kec. Tomoni ","Luwu Timur","Papua Barat",0,0,0,0,0
"1495","Kec. Wotu ","Luwu Timur","Papua Barat",0,0,0,0,0
"1496","Kec. Angkona ","Luwu Timur","Papua Barat",0,0,0,0,0
"1497","Kec. Wasuponda ","Luwu Timur","Papua Barat",0,0,0,0,0
"1498","Kec. Kapala Pitu ","Toraja Utara","Riau",0,0,0,0,0
"1499","Kec. Nanggala ","Toraja Utara","Riau",0,0,0,0,0
"1500","Kec. Rindingallo ","Toraja Utara","Riau",0,0,0,0,0
"1501","Kec. Sa`dan  ","Toraja Utara","Riau",0,0,0,0,0
"1502","Kec. Sesean ","Toraja Utara","Riau",0,0,0,0,0
"1503","Kec. Tikala ","Toraja Utara","Riau",0,0,0,0,0
"1504","Kec. Tondon  ","Toraja Utara","Riau",0,0,0,0,0
"1505","Kec. Buntu Pepasan ","Toraja Utara","Riau",0,0,0,0,0
"1506","Kec. Liukang Tangaya ","Pangkajene Kepulauan","Papua Barat",0,0,0,0,0
"1507","Kec. Bungoro ","Pangkajene Kepulauan","Papua Barat",0,0,0,0,0
"1508","Kec. Ma`rang ","Pangkajene Kepulauan","Papua Barat",0,0,0,0,0
"1509","Kec. Minasatene ","Pangkajene Kepulauan","Papua Barat",0,0,0,0,0
"1510","Kec. Tondong Tallasa ","Pangkajene Kepulauan","Papua Barat",0,0,0,0,0
"1511","Kec. Bontonompo ","Gowa","Papua",0,0,0,0,0
"1512","Kec. Bajeng ","Gowa","Papua",0,0,0,0,0
"1513","Kec. Pallangga ","Gowa","Papua",0,0,0,0,0
"1514","Kec. Bontomarannu ","Gowa","Papua",0,0,0,0,0
"1515","Kec. Barombong ","Gowa","Papua",0,0,0,0,0
"1516","Kec. Tombolo Pao ","Gowa","Papua",0,0,0,0,0
"1517","Kec. Pattallassang ","Gowa","Papua",0,0,0,0,0
"1518","Kec. Bontonompo Selatan ","Gowa","Papua",0,0,0,0,0
"1519","Kec. Parigi ","Gowa","Papua",0,0,0,0,0
"1520","Kec. Galesong Utara ","Takalar","Papua Barat",0,0,0,0,0
"1521","Kec. Pattallassang ","Takalar","Papua Barat",0,0,0,0,0
"1522","Kec. Galesong ","Takalar","Papua Barat",0,0,0,0,0
"1523","Kec. Bangkala ","Jeneponto","Papua",0,0,0,0,0
"1524","Kec. Bangkala Barat ","Jeneponto","Papua",0,0,0,0,0
"1525","Kec. Bontoramba ","Jeneponto","Papua",0,0,0,0,0
"1526","Kec. Arungkeke ","Jeneponto","Papua",0,0,0,0,0
"1527","Kec. Panca Lautang ","Sidenreng Rappang","Papua Barat",0,0,0,0,0
"1528","Kec. Duapitue ","Sidenreng Rappang","Papua Barat",0,0,0,0,0
"1529","Kec. Pitu Riase ","Sidenreng Rappang","Papua Barat",0,0,0,0,0
"1530","Kec. Cendana ","Enrekang","Papua",0,0,0,0,0
"1531","Kec. Larompong ","Luwu","Papua Barat",0,0,0,0,0
"1532","Kec. Belopa ","Luwu","Papua Barat",0,0,0,0,0
"1533","Kec. Bua Ponrang (Bupon) ","Luwu","Papua Barat",0,0,0,0,0
"1534","Kec. Bua ","Luwu","Papua Barat",0,0,0,0,0
"1535","Kec. Lamasi ","Luwu","Papua Barat",0,0,0,0,0
"1536","Kec. Latimojong ","Luwu","Papua Barat",0,0,0,0,0
"1537","Kec. Kamanre ","Luwu","Papua Barat",0,0,0,0,0
"1538","Kec. Walenrang Utara ","Luwu","Papua Barat",0,0,0,0,0
"1539","Kec. Ponrang Selatan ","Luwu","Papua Barat",0,0,0,0,0
"1540","Kec. Belopa Utara ","Luwu","Papua Barat",0,0,0,0,0
"1541","Kec. Gantarang ","Bulukumba","Papua",0,0,0,0,0
"1542","Kec. Bontobahari ","Bulukumba","Papua",0,0,0,0,0
"1543","Kec. Bulukumpa ","Bulukumba","Papua",0,0,0,0,0
"1544","Kec. Rilau Ale ","Bulukumba","Papua",0,0,0,0,0
"1545","Kec. Sinjai Borong ","Sinjai","Papua Barat",0,0,0,0,0
"1546","Kec. Tellu Limpoe ","Sinjai","Papua Barat",0,0,0,0,0
"1547","Kec. Bulupoddo ","Sinjai","Papua Barat",0,0,0,0,0
"1548","Kec. Bontomanai ","Kepulauan Selayar","Papua",0,0,0,0,0
"1549","Kec. Benteng ","Kepulauan Selayar","Papua",0,0,0,0,0
"1550","Kec. Taka Bonerate ","Kepulauan Selayar","Papua",0,0,0,0,0
"1551","Kec. Pasimasunggu Timur ","Kepulauan Selayar","Papua",0,0,0,0,0
"1552","Kec. Buki ","Kepulauan Selayar","Papua",0,0,0,0,0
"1553","Kec. Mattiro Bulu ","Pinrang","Papua Barat",0,0,0,0,0
"1554","Kec. Patampanua ","Pinrang","Papua Barat",0,0,0,0,0
"1555","Kec. Cempa ","Pinrang","Papua Barat",0,0,0,0,0
"1556","Kec. Paleteang ","Pinrang","Papua Barat",0,0,0,0,0
"1557","Kec. Kajuara ","Bone","Papua",0,0,0,0,0
"1558","Kec. Tonra ","Bone","Papua",0,0,0,0,0
"1559","Kec. Patimpeng ","Bone","Papua",0,0,0,0,0
"1560","Kec. Mare ","Bone","Papua",0,0,0,0,0
"1561","Kec. Sibulue ","Bone","Papua",0,0,0,0,0
"1562","Kec. Cina ","Bone","Papua",0,0,0,0,0
"1563","Kec. Lappariaja ","Bone","Papua",0,0,0,0,0
"1564","Kec. Bengo ","Bone","Papua",0,0,0,0,0
"1565","Kec. Palakka ","Bone","Papua",0,0,0,0,0
"1566","Kec. Awangpone ","Bone","Papua",0,0,0,0,0
"1567","Kec. Tellu Siattinge ","Bone","Papua",0,0,0,0,0
"1568","Kec. Amali ","Bone","Papua",0,0,0,0,0
"1569","Kec. Ajangale ","Bone","Papua",0,0,0,0,0
"1570","Kec. Cenrana ","Bone","Papua",0,0,0,0,0
"1571","Kec. Tellu Limpoe ","Bone","Papua",0,0,0,0,0
"1572","Kec. Bola ","Wajo","Riau",0,0,0,0,0
"1573","Kec. Keera ","Wajo","Riau",0,0,0,0,0
"1574","Kec. Pitumpanua ","Wajo","Riau",0,0,0,0,0
"1575","Kec. Marioriwawo ","Soppeng","Papua Barat",0,0,0,0,0
"1576","Kec. Lalabata ","Soppeng","Papua Barat",0,0,0,0,0
"1577","Kec. Ulu Ere ","Bantaeng","Papua",0,0,0,0,0
"1578","Kec. Ere Merasa ","Bantaeng","Papua",0,0,0,0,0
"1579","Kec. Maros Baru ","Maros","Papua Barat",0,0,0,0,0
"1580","Kec. Maros Utara / Bontoa ","Maros","Papua Barat",0,0,0,0,0
"1581","Kec. Camba ","Maros","Papua Barat",0,0,0,0,0
"1582","Kec. Mallawa ","Maros","Papua Barat",0,0,0,0,0
"1583","Kec. Marusu ","Maros","Papua Barat",0,0,0,0,0
"1584","Kec. Tompobulu ","Maros","Papua Barat",0,0,0,0,0
"1585","Kec. Wara ","Palopo","Papua Barat",0,0,0,0,0
"1586","Kec. Wara Utara ","Palopo","Papua Barat",0,0,0,0,0
"1587","Kec. Wara Barat ","Palopo","Papua Barat",0,0,0,0,0
"1588","Kec. Sendana ","Palopo","Papua Barat",0,0,0,0,0
"1589","Kec. Bara ","Palopo","Papua Barat",0,0,0,0,0
"1590","Kec. Sangalla ","Tana Toraja","Riau",0,0,0,0,0
"1591","Kec. Simbuang ","Tana Toraja","Riau",0,0,0,0,0
"1592","Kec. Rantetayo ","Tana Toraja","Riau",0,0,0,0,0
"1593","Kec. Bittuang ","Tana Toraja","Riau",0,0,0,0,0
"1594","Kec. Mappak ","Tana Toraja","Riau",0,0,0,0,0
"1595","Kec. Sukamaju ","Luwu Utara","Papua Barat",0,0,0,0,0
"1596","Kec. Rongkong ","Luwu Utara","Papua Barat",0,0,0,0,0
"1597","Kec. Seko ","Luwu Utara","Papua Barat",0,0,0,0,0
"1598","Kec. Malangke Barat ","Luwu Utara","Papua Barat",0,0,0,0,0
"1599","Kec. Tana Lili ","Luwu Utara","Papua Barat",0,0,0,0,0
"1600","Kec. Baebunta Selatan ","Luwu Utara","Papua Barat",0,0,0,0,0
"1601","Kec. Palangga ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1602","Kec. Konda ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1603","Kec. Lainea ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1604","Kec. Ranomeeto ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1605","Kec. Kolono ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1606","Kec. Andolo ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1607","Kec. Laonti ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1608","Kec. Buke ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1609","Kec. Palangga Selatan ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1610","Kec. Baito ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1611","Kec. Laeya ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1612","Kec. Moramo Utara ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1613","Kec. Ranomeeto Barat ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1614","Kec. Basala ","Konawe Selatan","Sulawesi Selatan",0,0,0,0,0
"1615","Kec. Lembo ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1616","Kec. Wiwirano ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1617","Kec. Sawa ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1618","Kec. Oheo ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1619","Kec. Motui ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1620","Kec. Lasolo Kepulauan ","Konawe Utara","Sulawesi Selatan",0,0,0,0,0
"1621","Kec. Kulisusu Barat ","Buton Utara","Sulawesi Selatan",0,0,0,0,0
"1622","Kec. Kulisusu Utara ","Buton Utara","Sulawesi Selatan",0,0,0,0,0
"1623","Kec. Kambowa ","Buton Utara","Sulawesi Selatan",0,0,0,0,0
"1624","Kec. Bonegunu ","Buton Utara","Sulawesi Selatan",0,0,0,0,0
"1625","Kec. Wakorumba Utara ","Buton Utara","Sulawesi Selatan",0,0,0,0,0
"1626","KEC. LAMBANDIA ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1627","Kec. Lalolae ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1628","KEC. ULUIWOI ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1629","KEC. TINONDO ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1630","Kec. Ueesi ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1631","Kec. Aere ","Kolaka Timur","Sulawesi Selatan",0,0,0,0,0
"1632","Kec. Tongkuno ","Muna","Sulawesi Selatan",0,0,0,0,0
"1633","Kec. Parigi ","Muna","Sulawesi Selatan",0,0,0,0,0
"1634","Kec. Wakorumba Selatan ","Muna","Sulawesi Selatan",0,0,0,0,0
"1635","Kec. Lohia ","Muna","Sulawesi Selatan",0,0,0,0,0
"1636","Kec. Kontunaga ","Muna","Sulawesi Selatan",0,0,0,0,0
"1637","Kec. Maligano ","Muna","Sulawesi Selatan",0,0,0,0,0
"1638","Kec. Watopute ","Muna","Sulawesi Selatan",0,0,0,0,0
"1639","Kec. Duruka ","Muna","Sulawesi Selatan",0,0,0,0,0
"1640","Kec. Pasir Putih ","Muna","Sulawesi Selatan",0,0,0,0,0
"1641","Kec. Kontu Kowuna ","Muna","Sulawesi Selatan",0,0,0,0,0
"1642","Kec. Marobo ","Muna","Sulawesi Selatan",0,0,0,0,0
"1643","Kec. Towea ","Muna","Sulawesi Selatan",0,0,0,0,0
"1644","Kec. Lasalimu Selatan ","Buton","Sulawesi Selatan",0,0,0,0,0
"1645","Kec. Wolowa ","Buton","Sulawesi Selatan",0,0,0,0,0
"1646","Kec. Wabula ","Buton","Sulawesi Selatan",0,0,0,0,0
"1647","Kec. Betoambari ","Baubau","0",0,0,0,0,0
"1648","Kec. Lea-Lea ","Baubau","0",0,0,0,0,0
"1649","Kec. Wawonii Barat ","Konawe Kepulauan","Sulawesi Selatan",0,0,0,0,0
"1650","Kec. Wawonii Timur Laut ","Konawe Kepulauan","Sulawesi Selatan",0,0,0,0,0
"1651","Kec. Wawonii Timur ","Konawe Kepulauan","Sulawesi Selatan",0,0,0,0,0
"1652","Kec. Wawonii Tengah ","Konawe Kepulauan","Sulawesi Selatan",0,0,0,0,0
"1653","Kec. Sawerigadi ","Muna Barat","Sulawesi Selatan",0,0,0,0,0
"1654","Kec. Wadaga ","Muna Barat","Sulawesi Selatan",0,0,0,0,0
"1655","Kec. Tiworo Tengah ","Muna Barat","Sulawesi Selatan",0,0,0,0,0
"1656","Kec. Napano Kusambi ","Muna Barat","Sulawesi Selatan",0,0,0,0,0
"1657","Kec. Batauga ","Buton Selatan","Sulawesi Selatan",0,0,0,0,0
"1658","Kec. Lapandewa ","Buton Selatan","Sulawesi Selatan",0,0,0,0,0
"1659","Kec. Batu Atas ","Buton Selatan","Sulawesi Selatan",0,0,0,0,0
"1660","Kec. Siompu ","Buton Selatan","Sulawesi Selatan",0,0,0,0,0
"1661","Kec. Kadatua ","Buton Selatan","Sulawesi Selatan",0,0,0,0,0
"1662","Kec.Talaga Raya ","Buton Tengah","Sulawesi Selatan",0,0,0,0,0
"1663","Kec. Sangia Wambulu ","Buton Tengah","Sulawesi Selatan",0,0,0,0,0
"1664","Kec. Sampara ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1665","Kec. Pondidaha ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1666","Kec. Abuki ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1667","Kec. Bondoala ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1668","Kec. Wonggeduku ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1669","Kec. Meluhu ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1670","Kec. Routa ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1671","Kec. Konawe ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1672","Kec. Asinua ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1673","Kec. Onembute ","Konawe","Sulawesi Selatan",0,0,0,0,0
"1674","Kec. Togo Binongko ","Wakatobi","Sulawesi Selatan",0,0,0,0,0
"1675","Kec. ","Bombana","Sulawesi Barat",0,0,0,0,0
"1676","Kec. Poleang Timur ","Bombana","Sulawesi Barat",0,0,0,0,0
"1677","Kec. Rarowatu ","Bombana","Sulawesi Barat",0,0,0,0,0
"1678","Kec. Poleang Barat ","Bombana","Sulawesi Barat",0,0,0,0,0
"1679","Kec. Mataoleo ","Bombana","Sulawesi Barat",0,0,0,0,0
"1680","Kec. Poleang Utara ","Bombana","Sulawesi Barat",0,0,0,0,0
"1681","Kec. Poleang Tenggara ","Bombana","Sulawesi Barat",0,0,0,0,0
"1682","Kec. ","Bombana","Sulawesi Barat",0,0,0,0,0
"1683","Kec. Poleang Tengah ","Bombana","Sulawesi Barat",0,0,0,0,0
"1684","Kec. Mata Usu ","Bombana","Sulawesi Barat",0,0,0,0,0
"1685","Kec. Porehu ","Kolaka Utara","Sulawesi Selatan",0,0,0,0,0
"1686","Kec. Watubangga ","Kolaka","Sulawesi Selatan",0,0,0,0,0
"1687","Kec. Tanggetada ","Kolaka","Sulawesi Selatan",0,0,0,0,0
"1688","Kec. Latambaga ","Kolaka","Sulawesi Selatan",0,0,0,0,0
"1689","Kec. Samaturu ","Kolaka","Sulawesi Selatan",0,0,0,0,0
"1690","Kec. Toari ","Kolaka","Sulawesi Selatan",0,0,0,0,0
"1691","Kec. Seram Timur ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1692","Kec. Werinama ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1693","Kec. Tutuk Tolu ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1694","Kec. Kilmury ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1695","Kec. Pulau Panjang ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1696","Kec. Bula Barat ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1697","Kec. Kian Darat ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1698","Kec. Siritaun Wida Timur ","Seram Bagian Timur","Lampung",0,0,0,0,0
"1699","Kec. Aru Tengah ","Kepulauan Aru","Kepulauan Riau",0,0,0,0,0
"1700","Kec. Aru Selatan ","Kepulauan Aru","Kepulauan Riau",0,0,0,0,0
"1701","Kec. Aru Tengah Timur ","Kepulauan Aru","Kepulauan Riau",0,0,0,0,0
"1702","Kec. Aru Tengah Selatan ","Kepulauan Aru","Kepulauan Riau",0,0,0,0,0
"1703","Kec. Aru Utara ","Kepulauan Aru","Kepulauan Riau",0,0,0,0,0
"1704","Kec. Tayando Tam ","Tual","Lampung",0,0,0,0,0
"1705","Kec. Kur Selatan ","Tual","Lampung",0,0,0,0,0
"1706","Kec. Teon Nila Serua ","Maluku Tengah","Kepulauan Riau",0,0,0,0,0
"1707","Kec. Seram Utara Timur Seti ","Maluku Tengah","Kepulauan Riau",0,0,0,0,0
"1708","Kec. Seram Utara Timur Kobi ","Maluku Tengah","Kepulauan Riau",0,0,0,0,0
"1709","Kec. Kei Besar Utara Timur ","Maluku Tenggara","Lampung",0,0,0,0,0
"1710","Kec. Kei Kecil Barat ","Maluku Tenggara","Lampung",0,0,0,0,0
"1711","Kec. Hoat Sorbay ","Maluku Tenggara","Lampung",0,0,0,0,0
"1712","Kec. Kei Kecil Timur Selatan ","Maluku Tenggara","Lampung",0,0,0,0,0
"1713","Kec. Wetar ","Maluku Barat Daya","Kepulauan Riau",0,0,0,0,0
"1714","Kec. Pulau Masela ","Maluku Barat Daya","Kepulauan Riau",0,0,0,0,0
"1715","Kec. Dawelor Dawera ","Maluku Barat Daya","Kepulauan Riau",0,0,0,0,0
"1716","Kec. Wetar Timur ","Maluku Barat Daya","Kepulauan Riau",0,0,0,0,0
"1717","Kec. Kepala Madan ","Buru Selatan","Kepulauan Riau",0,0,0,0,0
"1718","Kec. Lolong Guba ","Buru","Kepulauan Riau",0,0,0,0,0
"1719","Kec. Waelata ","Buru","Kepulauan Riau",0,0,0,0,0
"1720","Kec. Lilialy ","Buru","Kepulauan Riau",0,0,0,0,0
"1721","Kec. Wer Tamrian ","Kepulauan Tanimbar","0",0,0,0,0,0
"1722","Kec. Wer Maktian ","Kepulauan Tanimbar","0",0,0,0,0,0
"1723","Kec. Wuar Labobar ","Kepulauan Tanimbar","0",0,0,0,0,0
"1724","Kec. Nirun Mas ","Kepulauan Tanimbar","0",0,0,0,0,0
"1725","Kec. Kormomolin ","Kepulauan Tanimbar","0",0,0,0,0,0
"1726","Kec. Elpaputih ","Seram Bagian Barat","Lampung",0,0,0,0,0
"1727","Kec. Taniwel Timur ","Seram Bagian Barat","Lampung",0,0,0,0,0
"1728","Kec. Busungbiu ","Buleleng","Bali",0,0,0,0,0
"1729","Kec. Banjar ","Buleleng","Bali",0,0,0,0,0
"1730","Kec. Sukasada ","Buleleng","Bali",0,0,0,0,0
"1731","Kec. Kubutambahan ","Buleleng","Bali",0,0,0,0,0
"1732","Kec. Pekutatan ","Jembrana","Bali",0,0,0,0,0
"1733","Kec. Selemadeg ","Tabanan","Bali",0,0,0,0,0
"1734","Kec. Kerambitan ","Tabanan","Bali",0,0,0,0,0
"1735","Kec. Pupuan ","Tabanan","Bali",0,0,0,0,0
"1736","Kec. Kuta Selatan ","Badung","Bali",0,0,0,0,0
"1737","Kec. Abiansemal ","Badung","Bali",0,0,0,0,0
"1738","Kec. Blahbatuh ","Gianyar","Bali",0,0,0,0,0
"1739","Kec. Banjarangkan ","Klungkung","Bali",0,0,0,0,0
"1740","Kec. Dawan ","Klungkung","Bali",0,0,0,0,0
"1741","Kec. Tembuku ","Bangli","Bali",0,0,0,0,0
"1742","Kec. Kintamani ","Bangli","Bali",0,0,0,0,0
"1743","Kec. Manggis ","Karang Asem","0",0,0,0,0,0
"1744","Kec. Abang ","Karang Asem","0",0,0,0,0,0
"1745","Kec. Bebandem ","Karang Asem","0",0,0,0,0,0
"1746","Kec. Kubu ","Karang Asem","0",0,0,0,0,0
"1747","Kec. Alas ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1748","Kec. Ropang ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1749","Kec. Labuhan Badas ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1750","Kec. Rhee ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1751","Kec. Moyo Utara ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1752","Kec. Maronge ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1753","Kec. Lenangguar ","Sumbawa","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1754","Kec. Keruak ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1755","Kec. Jerowaru ","Lombok Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1756","Kec. Tambora ","Bima","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1757","Kec. Ambalawi ","Bima","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1758","Kec. Maluk ","Sumbawa Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1759","Kec. Ampenan ","Mataram","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1760","Kec. RasanaE Timur ","Bima","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1761","Kec. Sulamu ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1762","Kec. Amfoang Utara ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1763","Kec. Amfoang Barat Laut ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1764","Kec. Amfoang Timur ","Kupang","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1765","Kec. Amanuban Barat ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1766","Kec. Amanuban Selatan ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1767","Kec. Amanuban Tengah ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1768","Kec. Amanatun Selatan ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1769","Kec. Amanatun Utara ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1770","Kec. BatuPutih ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1771","Kec. Oenino ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1772","Kec. Kualin ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1773","Kec. Toianas ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1774","Kec. Kok Baun ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1775","Kec. Tobu ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1776","Kec. Kuatnana ","Timor Tengah Selatan","Nusa Tenggara Timur (NTT)",0,0,0,0,0
"1777","Kec. Naga Wutung ","Lembata","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1778","Kec. Omesuri ","Lembata","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1779","Kec. Buyasuri ","Lembata","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1780","Kec. Pantai Baru ","Rote-Ndao","0",0,0,0,0,0
"1781","Kec. Rote Timur ","Rote-Ndao","0",0,0,0,0,0
"1782","Kec. Ndao Nuse ","Rote-Ndao","0",0,0,0,0,0
"1783","Kec. Komodo ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1784","Kec. Sano Nggoang ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1785","Kec. Lembor ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1786","Kec. Boleng ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1787","Kec. Welak ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1788","Kec. Mbeliling ","Manggarai Barat","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1789","Kec. Alor Barat Laut ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1790","Kec. Alor Timur Laut ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1791","Kec. Pantar Tengah ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1792","Kec. Pureman ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1793","Kec. Pulau Pura ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1794","Kec. Lembur ","Alor","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1795","Kec. Solor Barat ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1796","Kec. Adonara Barat ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1797","Kec. Adonara Timur ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1798","Kec. Titehena ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1799","Kec. Kelubagolit ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1800","Kec. Adonara ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1801","Kec. Adonara Tengah ","Flores Timur","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1802","Kec. Hawu Mehara ","Sabu Raijua","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1803","Kec. Raijua ","Sabu Raijua","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1804","Kec. Sabu Barat ","Sabu Raijua","Nusa Tenggara Barat (NTB)",0,0,0,0,0
"1805","Kec. Weliman ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1806","Kec. Laenmanen ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1807","Kec. Kobalima Timur ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
"1808","Kec. Kobalima ","Malaka","Nanggroe Aceh Darussalam (NAD)",0,0,0,0,0
